txn_id,account_id,amount,currency,country,txn_date,txn_type,account_age_days
TXN000724,ACC0196,373.87,USD,US,2024-03-07 19:00:00,TRANSFER,2595
TXN000725,ACC0110,361.28,USD,NG,2024-09-01 12:00:00,WIRE,155
TXN000726,ACC0137,93.29,USD,KE,2024-07-10 00:00:00,CASH_WD,3101
TXN000727,ACC0136,242.06,USD,KE,2024-12-12 00:00:00,CASH_DEP,927
TXN000728,ACC0178,22.72,USD,AE,2024-06-08 04:00:00,WIRE,1572
TXN000729,ACC0129,593.5,USD,ZA,2024-03-26 02:00:00,WIRE,1222
TXN000730,ACC0075,112.47,USD,NG,2024-09-23 19:00:00,CASH_WD,1777
TXN000731,ACC0176,67.76,USD,KP,2024-06-24 15:00:00,CASH_WD,3073
TXN000732,ACC0049,715.88,USD,KE,2024-07-25 00:00:00,CASH_DEP,919
TXN000733,ACC0187,51.6,USD,KP,2024-04-18 23:00:00,WIRE,2416
TXN000734,ACC0130,17.94,USD,KE,2024-07-06 22:00:00,WIRE,1537
TXN000735,ACC0164,14.37,USD,KE,2024-09-30 19:00:00,WIRE,2433
TXN000736,ACC0013,368.34,USD,GB,2024-11-30 00:00:00,WIRE,2826
TXN000737,ACC0030,21.74,USD,NG,2024-07-13 03:00:00,CASH_WD,1944
TXN000738,ACC0180,2063.57,USD,KE,2024-12-21 21:00:00,WIRE,1234
TXN000739,ACC0108,6.53,USD,GB,2024-12-05 16:00:00,CASH_WD,2551
TXN000740,ACC0156,1890.67,USD,GB,2024-08-02 03:00:00,WIRE,1158
TXN000741,ACC0030,203.68,USD,US,2024-09-11 06:00:00,CASH_DEP,3187
TXN000742,ACC0068,128.37,USD,US,2024-04-13 11:00:00,TRANSFER,1210
TXN000743,ACC0042,65.54,USD,KE,2024-09-11 06:00:00,TRANSFER,1355
TXN000744,ACC0061,270.08,USD,KE,2024-12-09 02:00:00,WIRE,3422
TXN000745,ACC0147,140.27,USD,GB,2024-03-17 02:00:00,WIRE,2964
TXN000746,ACC0186,776.62,USD,KE,2024-05-11 20:00:00,CASH_DEP,1871
TXN000747,ACC0076,176.15,USD,KE,2024-01-26 03:00:00,CASH_DEP,3581
TXN000748,ACC0011,185.95,USD,AE,2024-07-03 21:00:00,CASH_WD,1745
TXN000749,ACC0190,86.02,USD,KE,2024-01-24 00:00:00,CASH_DEP,2718
TXN000750,ACC0166,136.26,USD,KE,2024-07-02 14:00:00,CASH_WD,3599
TXN000751,ACC0188,235.5,USD,KE,2024-06-24 05:00:00,WIRE,1642
TXN000752,ACC0103,11.41,USD,IR,2024-05-19 12:00:00,TRANSFER,3277
TXN000753,ACC0108,19.64,USD,ZA,2024-03-26 03:00:00,CASH_DEP,2852
TXN000754,ACC0186,452.55,USD,KE,2024-03-22 03:00:00,TRANSFER,2420
TXN000755,ACC0124,191.77,USD,US,2024-12-13 14:00:00,CASH_DEP,2504
TXN000756,ACC0098,112.62,USD,US,2024-11-09 00:00:00,CASH_DEP,1979
TXN000757,ACC0125,152.57,USD,KE,2024-07-29 14:00:00,WIRE,260
TXN000758,ACC0067,249.98,USD,GB,2024-01-07 22:00:00,CASH_DEP,2744
TXN000759,ACC0087,66.05,USD,ZA,2024-12-18 22:00:00,WIRE,1773
TXN000760,ACC0170,46.18,USD,GB,2024-09-03 11:00:00,TRANSFER,609
TXN000761,ACC0143,199.09,USD,AE,2024-11-09 01:00:00,WIRE,2636
TXN000762,ACC0041,34.21,USD,ZA,2024-08-28 15:00:00,CASH_DEP,307
TXN000763,ACC0193,273.79,USD,NG,2024-05-03 10:00:00,CASH_WD,207
TXN000764,ACC0130,11.54,USD,KE,2024-11-25 12:00:00,TRANSFER,3347
TXN000765,ACC0061,694.88,USD,KE,2024-08-15 18:00:00,TRANSFER,361
TXN000766,ACC0128,301.54,USD,NG,2024-03-01 15:00:00,WIRE,421
TXN000767,ACC0104,217.9,USD,NG,2024-10-12 17:00:00,WIRE,3383
TXN000768,ACC0024,648.09,USD,US,2024-11-12 20:00:00,CASH_WD,3646
TXN000769,ACC0131,1804.81,USD,ZA,2024-12-01 21:00:00,TRANSFER,1397
TXN000770,ACC0094,679.63,USD,US,2024-04-24 14:00:00,CASH_WD,2295
TXN000771,ACC0197,9.38,USD,ZA,2024-08-30 22:00:00,CASH_WD,2933
TXN000772,ACC0116,21.77,USD,KE,2024-12-03 07:00:00,WIRE,1399
TXN000773,ACC0091,58.14,USD,US,2024-05-29 17:00:00,CASH_WD,2876
TXN000774,ACC0028,154.34,USD,KE,2024-03-25 15:00:00,CASH_DEP,3367
TXN000775,ACC0184,322.62,USD,GB,2024-07-28 03:00:00,CASH_WD,2503
TXN000776,ACC0051,49.97,USD,KE,2024-07-20 06:00:00,TRANSFER,3378
TXN000777,ACC0049,196.4,USD,GB,2024-02-25 13:00:00,WIRE,2594
TXN000778,ACC0173,47.8,USD,ZA,2024-08-18 14:00:00,CASH_DEP,2044
TXN000779,ACC0002,9060.2,USD,KE,2024-08-09 18:00:00,TRANSFER,2083
TXN000780,ACC0200,59.31,USD,AE,2024-03-31 22:00:00,CASH_DEP,2993
TXN000781,ACC0033,17.99,USD,KE,2024-12-02 19:00:00,CASH_WD,2065
TXN000782,ACC0099,37.16,USD,NG,2024-11-07 22:00:00,CASH_DEP,1121
TXN000783,ACC0102,19.54,USD,IR,2024-05-30 14:00:00,CASH_DEP,566
TXN000784,ACC0106,34.34,USD,ZA,2024-09-19 09:00:00,CASH_WD,2916
TXN000785,ACC0189,720.87,USD,AE,2024-11-19 06:00:00,CASH_DEP,859
TXN000786,ACC0160,35.73,USD,GB,2024-12-17 11:00:00,CASH_DEP,2910
TXN000787,ACC0167,7696.9,USD,IR,2024-04-01 16:00:00,CASH_WD,2910
TXN000788,ACC0030,311.06,USD,US,2024-10-14 15:00:00,TRANSFER,2762
TXN000789,ACC0192,195.83,USD,AE,2024-09-30 09:00:00,TRANSFER,3311
TXN000790,ACC0004,9044.94,USD,KE,2024-03-15 01:00:00,WIRE,819
TXN000791,ACC0069,40.95,USD,US,2024-03-23 09:00:00,CASH_WD,600
TXN000792,ACC0016,424.31,USD,GB,2024-05-31 06:00:00,WIRE,1470
TXN000793,ACC0116,62.59,USD,KE,2024-12-11 23:00:00,CASH_DEP,3041
TXN000794,ACC0166,178.22,USD,ZA,2024-05-01 16:00:00,CASH_WD,2839
TXN000795,ACC0171,6905.87,USD,KE,2024-07-14 12:00:00,TRANSFER,3229
TXN000796,ACC0176,128.5,USD,NG,2024-10-09 01:00:00,WIRE,3047
TXN000797,ACC0065,832.06,USD,KE,2024-08-14 07:00:00,CASH_WD,3093
TXN000798,ACC0151,51.69,USD,ZA,2024-11-04 06:00:00,CASH_DEP,1205
TXN000799,ACC0115,140.82,USD,KE,2024-12-15 02:00:00,CASH_DEP,712
TXN000800,ACC0189,2113.71,USD,ZA,2024-07-12 01:00:00,TRANSFER,1144
TXN000801,ACC0143,57.95,USD,KE,2024-03-23 18:00:00,CASH_WD,24
TXN000802,ACC0085,2249.97,USD,NG,2024-03-20 01:00:00,CASH_DEP,1322
TXN000803,ACC0153,429.07,USD,KE,2024-11-16 19:00:00,CASH_WD,2010
TXN000804,ACC0147,63.83,USD,ZA,2024-02-07 22:00:00,CASH_WD,2153
TXN000805,ACC0057,383.22,USD,IR,2024-09-23 02:00:00,CASH_DEP,1704
TXN000806,ACC0140,638.31,USD,ZA,2024-02-17 11:00:00,CASH_DEP,3619
TXN000807,ACC0055,377.18,USD,GB,2024-06-18 11:00:00,CASH_WD,895
TXN000808,ACC0193,14.08,USD,ZA,2024-08-31 17:00:00,WIRE,470
TXN000809,ACC0172,49.86,USD,NG,2024-05-03 20:00:00,CASH_DEP,164
TXN000810,ACC0175,102.38,USD,AE,2024-07-14 03:00:00,TRANSFER,1051
TXN000811,ACC0139,132.73,USD,GB,2024-01-13 16:00:00,CASH_WD,2107
TXN000812,ACC0131,376.53,USD,NG,2024-01-23 09:00:00,CASH_DEP,1313
TXN000813,ACC0132,193.75,USD,KE,2024-02-19 05:00:00,WIRE,2568
TXN000814,ACC0017,20.03,USD,KE,2024-11-18 06:00:00,TRANSFER,3423
TXN000815,ACC0027,262.51,USD,KE,2024-12-25 23:00:00,TRANSFER,2649
TXN000816,ACC0019,370.88,USD,GB,2024-03-19 00:00:00,TRANSFER,2937
TXN000817,ACC0085,343.67,USD,KE,2024-02-07 01:00:00,CASH_DEP,3254
TXN000818,ACC0065,750.82,USD,ZA,2024-10-21 07:00:00,CASH_WD,1670
TXN000819,ACC0100,518.47,USD,NG,2024-07-26 13:00:00,CASH_WD,70
TXN000820,ACC0100,295.53,USD,GB,2024-09-30 00:00:00,WIRE,3097
TXN000821,ACC0191,133.59,USD,ZA,2024-12-24 02:00:00,CASH_WD,2060
TXN000822,ACC0028,12.29,USD,KE,2024-12-17 09:00:00,WIRE,1154
TXN000823,ACC0196,282.71,USD,AE,2024-07-14 12:00:00,WIRE,1942
TXN000824,ACC0041,202.66,USD,ZA,2024-03-10 23:00:00,TRANSFER,3264
TXN000825,ACC0140,223.04,USD,KE,2024-11-20 04:00:00,CASH_WD,2775
TXN000826,ACC0187,21.86,USD,ZA,2024-01-06 17:00:00,CASH_DEP,505
TXN000827,ACC0011,29.32,USD,KE,2024-11-01 12:00:00,WIRE,1249
TXN000828,ACC0054,720.34,USD,GB,2024-06-25 06:00:00,TRANSFER,2646
TXN000829,ACC0132,139.86,USD,KE,2024-04-04 07:00:00,CASH_WD,796
TXN000830,ACC0030,412.51,USD,KE,2024-10-17 01:00:00,TRANSFER,2641
TXN000831,ACC0141,154.85,USD,KE,2024-12-09 02:00:00,CASH_WD,403
TXN000832,ACC0051,155.19,USD,GB,2024-09-06 10:00:00,CASH_WD,526
TXN000833,ACC0172,606.33,USD,GB,2024-02-21 09:00:00,WIRE,793
TXN000834,ACC0082,68.44,USD,NG,2024-06-17 19:00:00,CASH_WD,2841
TXN000835,ACC0150,171.43,USD,KE,2024-10-17 11:00:00,CASH_WD,1755
TXN000836,ACC0044,74.19,USD,KE,2024-05-06 07:00:00,TRANSFER,1134
TXN000837,ACC0093,77.34,USD,KE,2024-06-18 15:00:00,TRANSFER,1825
TXN000838,ACC0092,93.34,USD,US,2024-09-06 17:00:00,WIRE,720
TXN000839,ACC0166,207.1,USD,ZA,2024-05-23 04:00:00,CASH_DEP,1079
TXN000840,ACC0188,72.38,USD,AE,2024-02-09 23:00:00,WIRE,77
TXN000841,ACC0130,976.17,USD,ZA,2024-10-24 18:00:00,TRANSFER,3151
TXN000842,ACC0152,38.79,USD,KE,2024-01-19 17:00:00,CASH_WD,2227
TXN000843,ACC0139,112.13,USD,NG,2024-03-17 11:00:00,TRANSFER,915
TXN000844,ACC0198,76.74,USD,ZA,2024-05-28 04:00:00,TRANSFER,2053
TXN000845,ACC0131,1300.45,USD,KE,2024-07-05 16:00:00,WIRE,2715
TXN000846,ACC0062,199.3,USD,US,2024-11-10 21:00:00,CASH_DEP,3102
TXN000847,ACC0132,697.68,USD,KE,2024-03-22 05:00:00,CASH_DEP,3015
TXN000848,ACC0188,15.99,USD,NG,2024-07-02 01:00:00,CASH_DEP,3119
TXN000849,ACC0125,221.53,USD,KE,2024-05-15 11:00:00,CASH_DEP,176
TXN000850,ACC0172,563.66,USD,KE,2024-07-03 12:00:00,TRANSFER,1863
TXN000851,ACC0012,167.91,USD,KE,2024-11-28 10:00:00,WIRE,2883
TXN000852,ACC0134,733.79,USD,ZA,2024-05-20 23:00:00,CASH_WD,2371
TXN000853,ACC0140,68.31,USD,ZA,2024-07-11 20:00:00,TRANSFER,1497
TXN000854,ACC0151,1229.08,USD,GB,2024-02-09 16:00:00,CASH_WD,1542
TXN000855,ACC0058,4667.35,USD,ZA,2024-06-29 11:00:00,TRANSFER,3247
TXN000856,ACC0124,86.12,USD,AE,2024-01-04 16:00:00,CASH_DEP,1802
TXN000857,ACC0043,76.08,USD,KE,2024-09-20 20:00:00,CASH_WD,867
TXN000858,ACC0039,1313.01,USD,KE,2024-07-04 19:00:00,WIRE,2708
TXN000859,ACC0059,1586.62,USD,NG,2024-06-18 23:00:00,WIRE,1973
TXN000860,ACC0173,67.74,USD,NG,2024-04-17 18:00:00,CASH_DEP,2652
TXN000861,ACC0106,79.02,USD,KE,2024-01-23 04:00:00,CASH_DEP,552
TXN000862,ACC0162,97.25,USD,ZA,2024-10-20 04:00:00,WIRE,682
TXN000863,ACC0067,19.75,USD,AE,2024-09-21 12:00:00,WIRE,3599
TXN000864,ACC0185,37.41,USD,GB,2024-05-25 02:00:00,CASH_DEP,1840
TXN000865,ACC0156,32.91,USD,KP,2024-09-03 05:00:00,CASH_DEP,3402
TXN000866,ACC0106,46.91,USD,ZA,2024-10-25 05:00:00,CASH_WD,687
TXN000867,ACC0186,140.89,USD,GB,2024-08-20 19:00:00,WIRE,942
TXN000868,ACC0097,210.89,USD,NG,2024-02-25 00:00:00,CASH_DEP,2142
TXN000869,ACC0130,1518.91,USD,GB,2024-03-17 19:00:00,WIRE,727
TXN000870,ACC0122,33.2,USD,AE,2024-11-03 01:00:00,WIRE,382
TXN000871,ACC0124,649.68,USD,GB,2024-11-04 17:00:00,WIRE,3174
TXN000872,ACC0174,107.66,USD,ZA,2024-09-24 13:00:00,CASH_WD,3584
TXN000873,ACC0012,137.8,USD,GB,2024-08-07 07:00:00,TRANSFER,3235
TXN000874,ACC0197,408.39,USD,NG,2024-10-28 23:00:00,WIRE,1743
TXN000875,ACC0035,27.55,USD,KE,2024-04-29 02:00:00,CASH_WD,2451
TXN000876,ACC0140,263.38,USD,NG,2024-04-06 00:00:00,WIRE,2368
TXN000877,ACC0134,190.5,USD,KE,2024-01-04 12:00:00,CASH_DEP,2818
TXN000878,ACC0081,310.65,USD,NG,2024-02-24 04:00:00,TRANSFER,2669
TXN000879,ACC0150,229.01,USD,KE,2024-10-01 13:00:00,CASH_WD,2507
TXN000880,ACC0071,5901.43,USD,KP,2024-07-22 06:00:00,TRANSFER,2262
TXN000881,ACC0143,57.02,USD,NG,2024-07-08 17:00:00,TRANSFER,1040
TXN000882,ACC0079,66.92,USD,ZA,2024-12-27 12:00:00,CASH_DEP,3503
TXN000883,ACC0169,58.28,USD,KE,2024-04-27 14:00:00,CASH_DEP,411
TXN000884,ACC0055,64.51,USD,ZA,2024-06-22 17:00:00,WIRE,659
TXN000885,ACC0100,57.05,USD,IR,2024-01-03 02:00:00,CASH_DEP,1932
TXN000886,ACC0154,883.18,USD,NG,2024-02-02 08:00:00,CASH_DEP,1519
TXN000887,ACC0021,1249.82,USD,ZA,2024-07-15 12:00:00,CASH_WD,2915
TXN000888,ACC0153,63.05,USD,KE,2024-03-30 20:00:00,TRANSFER,1799
TXN000889,ACC0003,8403.21,USD,GB,2024-09-22 09:00:00,CASH_DEP,138
TXN000890,ACC0154,42.58,USD,ZA,2024-12-23 07:00:00,CASH_DEP,2761
TXN000891,ACC0010,8719.12,USD,GB,2024-03-21 02:00:00,CASH_WD,3194
TXN000892,ACC0103,301.0,USD,NG,2024-07-21 12:00:00,CASH_DEP,2121
TXN000893,ACC0004,9473.11,USD,KE,2024-02-16 17:00:00,CASH_WD,2975
TXN000894,ACC0144,64.82,USD,AE,2024-06-27 11:00:00,CASH_WD,927
TXN000895,ACC0156,383.52,USD,IR,2024-08-20 12:00:00,WIRE,1070
TXN000896,ACC0045,201.22,USD,NG,2024-02-24 17:00:00,WIRE,2061
TXN000897,ACC0076,15.28,USD,NG,2024-02-29 16:00:00,CASH_WD,3589
TXN000898,ACC0138,1512.1,USD,US,2024-10-21 08:00:00,TRANSFER,1545
TXN000899,ACC0145,2194.73,USD,NG,2024-05-04 10:00:00,TRANSFER,2792
TXN000900,ACC0118,59.19,USD,AE,2024-01-15 15:00:00,WIRE,1057
TXN000901,ACC0018,82.97,USD,NG,2024-04-22 21:00:00,CASH_DEP,3278
TXN000902,ACC0081,227.88,USD,NG,2024-06-29 16:00:00,WIRE,2871
TXN000903,ACC0068,245.1,USD,KE,2024-02-17 12:00:00,CASH_WD,312
TXN000904,ACC0142,398.54,USD,AE,2024-08-31 10:00:00,CASH_WD,896
TXN000905,ACC0147,3026.94,USD,KE,2024-12-15 06:00:00,TRANSFER,3020
TXN000906,ACC0052,113.82,USD,KE,2024-05-03 08:00:00,CASH_DEP,939
TXN000907,ACC0052,44.82,USD,US,2024-11-12 11:00:00,CASH_DEP,3191
TXN000908,ACC0028,18.75,USD,KE,2024-02-10 21:00:00,TRANSFER,2515
TXN000909,ACC0002,9527.72,USD,ZA,2024-01-22 15:00:00,CASH_WD,2543
TXN000910,ACC0081,49.58,USD,NG,2024-10-21 08:00:00,TRANSFER,750
TXN000911,ACC0196,141.22,USD,AE,2024-05-23 12:00:00,CASH_DEP,3073
TXN000912,ACC0148,2190.39,USD,KE,2024-09-26 13:00:00,TRANSFER,2215
TXN000913,ACC0009,9004.45,USD,NG,2024-12-17 05:00:00,TRANSFER,494
TXN000914,ACC0179,68.28,USD,ZA,2024-06-10 22:00:00,WIRE,49
TXN000915,ACC0173,207.61,USD,KE,2024-10-24 03:00:00,CASH_WD,1482
TXN000916,ACC0157,144.8,USD,AE,2024-04-05 17:00:00,CASH_WD,972
TXN000917,ACC0069,882.35,USD,NG,2024-11-09 10:00:00,CASH_WD,754
TXN000918,ACC0128,6570.85,USD,NG,2024-08-02 22:00:00,CASH_WD,1496
TXN000919,ACC0103,66.93,USD,KE,2024-04-02 18:00:00,CASH_DEP,2359
TXN000920,ACC0176,71.22,USD,KE,2024-02-21 23:00:00,CASH_WD,3294
TXN000921,ACC0061,710.69,USD,ZA,2024-07-14 06:00:00,CASH_DEP,3277
TXN000922,ACC0190,412.75,USD,KE,2024-01-05 05:00:00,TRANSFER,2047
TXN000923,ACC0035,2368.62,USD,KP,2024-11-18 16:00:00,CASH_WD,3217
TXN000924,ACC0125,356.34,USD,NG,2024-10-14 18:00:00,WIRE,1632
TXN000925,ACC0026,86.58,USD,GB,2024-01-31 06:00:00,CASH_WD,1952
TXN000926,ACC0162,359.96,USD,KE,2024-06-20 08:00:00,CASH_WD,1476
TXN000927,ACC0144,782.94,USD,ZA,2024-05-11 11:00:00,WIRE,1687
TXN000928,ACC0032,508.12,USD,NG,2024-12-13 19:00:00,CASH_DEP,2363
TXN000929,ACC0148,317.64,USD,ZA,2024-10-02 05:00:00,CASH_WD,1455
TXN000930,ACC0084,735.1,USD,GB,2024-09-06 23:00:00,TRANSFER,3644
TXN000931,ACC0021,857.43,USD,NG,2024-05-26 14:00:00,CASH_DEP,3557
TXN000932,ACC0043,1179.96,USD,ZA,2024-06-21 13:00:00,TRANSFER,3478
TXN000933,ACC0019,392.71,USD,KE,2024-06-24 07:00:00,CASH_WD,1298
TXN000934,ACC0168,115.51,USD,KE,2024-05-16 19:00:00,TRANSFER,1112
TXN000935,ACC0114,184.95,USD,US,2024-07-04 23:00:00,TRANSFER,1696
TXN000936,ACC0043,906.66,USD,KE,2024-01-12 04:00:00,CASH_DEP,2712
TXN000937,ACC0065,43.58,USD,AE,2024-12-24 23:00:00,WIRE,863
TXN000938,ACC0043,258.01,USD,NG,2024-02-18 02:00:00,TRANSFER,2247
TXN000939,ACC0014,82.27,USD,KE,2024-07-22 16:00:00,WIRE,426
TXN000940,ACC0068,154.95,USD,ZA,2024-02-13 20:00:00,TRANSFER,1268
TXN000941,ACC0059,1009.97,USD,KE,2024-05-25 14:00:00,CASH_DEP,538
TXN000942,ACC0135,197.68,USD,US,2024-01-15 01:00:00,CASH_WD,3525
TXN000943,ACC0084,159.12,USD,AE,2024-08-27 17:00:00,CASH_WD,2247
TXN000944,ACC0114,19.3,USD,KE,2024-12-23 17:00:00,CASH_DEP,2421
TXN000945,ACC0153,454.58,USD,NG,2024-11-21 18:00:00,TRANSFER,2145
TXN000946,ACC0164,390.81,USD,ZA,2024-06-07 11:00:00,TRANSFER,2211
TXN000947,ACC0059,3808.09,USD,US,2024-08-14 09:00:00,CASH_WD,1689
TXN000948,ACC0067,93.53,USD,KE,2024-01-06 00:00:00,CASH_DEP,1409
TXN000949,ACC0074,206.18,USD,NG,2024-01-05 22:00:00,TRANSFER,3095
TXN000950,ACC0123,215.74,USD,KE,2024-08-08 09:00:00,CASH_DEP,3264
TXN000951,ACC0002,9095.88,USD,KE,2024-10-14 13:00:00,TRANSFER,1024
TXN000952,ACC0042,1581.58,USD,GB,2024-11-26 12:00:00,TRANSFER,904
TXN000953,ACC0068,128.65,USD,KE,2024-11-16 07:00:00,CASH_WD,1167
TXN000954,ACC0167,225.55,USD,GB,2024-05-17 13:00:00,CASH_DEP,3496
TXN000955,ACC0018,369.39,USD,KE,2024-05-28 03:00:00,TRANSFER,2531
TXN000956,ACC0116,196.35,USD,KE,2024-11-14 15:00:00,CASH_DEP,1314
TXN000957,ACC0005,8304.15,USD,IR,2024-01-12 05:00:00,WIRE,1156
TXN000958,ACC0069,75.97,USD,KE,2024-08-12 23:00:00,WIRE,954
TXN000959,ACC0024,198.57,USD,KE,2024-09-09 06:00:00,CASH_WD,1722
TXN000960,ACC0080,742.82,USD,US,2024-09-12 11:00:00,TRANSFER,2855
TXN000961,ACC0009,8660.17,USD,US,2024-03-15 01:00:00,CASH_WD,3178
TXN000962,ACC0101,31.82,USD,KE,2024-08-28 05:00:00,CASH_DEP,3447
TXN000963,ACC0065,181.17,USD,US,2024-01-07 03:00:00,CASH_DEP,1577
TXN000964,ACC0198,51.93,USD,IR,2024-05-06 23:00:00,WIRE,816
TXN000965,ACC0118,891.2,USD,GB,2024-02-18 16:00:00,CASH_DEP,1937
TXN000966,ACC0100,15.11,USD,GB,2024-06-08 10:00:00,CASH_DEP,2578
TXN000967,ACC0187,64.18,USD,KE,2024-10-08 16:00:00,WIRE,1038
TXN000968,ACC0124,261.34,USD,ZA,2024-04-11 11:00:00,WIRE,3538
TXN000969,ACC0171,1553.53,USD,KE,2024-02-27 07:00:00,TRANSFER,1330
TXN000970,ACC0004,8334.55,USD,KE,2024-03-02 12:00:00,CASH_DEP,37
TXN000971,ACC0011,134.47,USD,ZA,2024-12-19 15:00:00,CASH_DEP,1522
TXN000972,ACC0198,64.53,USD,KE,2024-03-21 15:00:00,WIRE,2810
TXN000973,ACC0159,2494.23,USD,NG,2024-11-16 01:00:00,WIRE,1457
TXN000974,ACC0166,16.91,USD,KE,2024-10-01 03:00:00,CASH_DEP,1999
TXN000975,ACC0060,5.48,USD,NG,2024-10-12 20:00:00,CASH_WD,3300
TXN000976,ACC0113,287.15,USD,GB,2024-01-11 22:00:00,TRANSFER,1468
TXN000977,ACC0186,69.89,USD,KE,2024-01-21 15:00:00,TRANSFER,2290
TXN000978,ACC0076,32.08,USD,ZA,2024-09-07 06:00:00,CASH_DEP,2227
TXN000979,ACC0090,429.46,USD,NG,2024-08-27 08:00:00,CASH_DEP,283
TXN000980,ACC0136,213.94,USD,KE,2024-05-31 08:00:00,CASH_WD,1860
TXN000981,ACC0001,9551.06,USD,ZA,2024-04-04 00:00:00,CASH_WD,3179
TXN000982,ACC0159,63.68,USD,KE,2024-02-02 21:00:00,TRANSFER,778
TXN000983,ACC0135,21.75,USD,GB,2024-10-09 04:00:00,CASH_WD,1322
TXN000984,ACC0105,549.32,USD,ZA,2024-02-26 03:00:00,WIRE,180
TXN000985,ACC0034,393.59,USD,KE,2024-01-17 06:00:00,WIRE,1989
TXN000986,ACC0050,127.9,USD,KE,2024-10-19 20:00:00,TRANSFER,2695
TXN000987,ACC0126,2368.37,USD,ZA,2024-12-25 18:00:00,CASH_WD,202
TXN000988,ACC0094,29.81,USD,KE,2024-02-06 00:00:00,CASH_DEP,2686
TXN000989,ACC0126,15.06,USD,AE,2024-02-10 14:00:00,WIRE,1479
TXN000990,ACC0143,52.57,USD,GB,2024-07-31 11:00:00,WIRE,3374
TXN000991,ACC0158,138.6,USD,KE,2024-01-21 23:00:00,WIRE,3418
TXN000992,ACC0078,213.79,USD,KE,2024-04-20 16:00:00,WIRE,415
TXN000993,ACC0186,103.35,USD,KE,2024-07-16 06:00:00,CASH_DEP,2156
TXN000994,ACC0169,251.66,USD,KE,2024-11-16 05:00:00,TRANSFER,3057
TXN000995,ACC0028,22.71,USD,US,2024-10-22 11:00:00,TRANSFER,2878
TXN000996,ACC0171,1294.2,USD,NG,2024-02-23 05:00:00,CASH_DEP,2253
TXN000997,ACC0103,131.21,USD,ZA,2024-12-02 05:00:00,TRANSFER,1444
TXN000998,ACC0081,793.1,USD,ZA,2024-06-15 11:00:00,TRANSFER,3131
TXN000999,ACC0163,248.16,USD,NG,2024-06-14 19:00:00,CASH_DEP,2307
TXN001000,ACC0140,294.46,USD,KE,2024-10-08 23:00:00,CASH_WD,1475
TXN001001,ACC0116,348.85,USD,NG,2024-07-22 00:00:00,WIRE,1166
TXN001002,ACC0153,290.49,USD,KE,2024-03-10 09:00:00,WIRE,1231
TXN001003,ACC0057,389.2,USD,KE,2024-06-10 00:00:00,CASH_WD,2268
TXN001004,ACC0131,1089.78,USD,ZA,2024-10-19 04:00:00,WIRE,155
TXN001005,ACC0118,199.29,USD,NG,2024-03-11 08:00:00,CASH_WD,3644
TXN001006,ACC0150,429.88,USD,KE,2024-05-11 09:00:00,WIRE,2337
TXN001007,ACC0103,129.72,USD,ZA,2024-04-21 23:00:00,WIRE,2964
TXN001008,ACC0084,1287.14,USD,US,2024-03-29 15:00:00,WIRE,2439
TXN001009,ACC0165,53.81,USD,NG,2024-10-22 12:00:00,WIRE,3196
TXN001010,ACC0015,2211.47,USD,AE,2024-06-20 11:00:00,TRANSFER,1707
TXN001011,ACC0031,139.74,USD,AE,2024-04-26 23:00:00,WIRE,2597
TXN001012,ACC0200,17.35,USD,ZA,2024-01-28 09:00:00,WIRE,1308
TXN001013,ACC0139,179.86,USD,ZA,2024-06-16 16:00:00,CASH_DEP,628
TXN001014,ACC0013,53.43,USD,GB,2024-07-20 14:00:00,WIRE,910
TXN001015,ACC0111,523.72,USD,KE,2024-07-20 04:00:00,CASH_DEP,1377
TXN001016,ACC0022,55.76,USD,NG,2024-01-26 17:00:00,TRANSFER,1076
TXN001017,ACC0022,76.0,USD,NG,2024-08-10 22:00:00,CASH_DEP,3122
TXN001018,ACC0035,8.72,USD,NG,2024-04-11 15:00:00,TRANSFER,2672
TXN001019,ACC0147,75.3,USD,KE,2024-11-11 23:00:00,CASH_DEP,993
TXN001020,ACC0019,3.91,USD,KE,2024-08-08 10:00:00,WIRE,461
TXN001021,ACC0172,13.79,USD,NG,2024-07-06 11:00:00,CASH_DEP,1314
TXN001022,ACC0089,464.34,USD,ZA,2024-01-13 09:00:00,CASH_DEP,1433
TXN001023,ACC0158,482.36,USD,US,2024-08-14 19:00:00,CASH_DEP,1805
TXN001024,ACC0012,280.95,USD,AE,2024-04-29 06:00:00,CASH_WD,639
TXN001025,ACC0194,34.8,USD,GB,2024-02-13 03:00:00,WIRE,996
TXN001026,ACC0159,138.16,USD,AE,2024-05-27 00:00:00,CASH_WD,2842
TXN001027,ACC0029,147.61,USD,NG,2024-08-29 00:00:00,CASH_WD,857
TXN001028,ACC0190,26.11,USD,ZA,2024-04-14 17:00:00,CASH_WD,2248
TXN001029,ACC0124,1415.3,USD,ZA,2024-03-13 22:00:00,WIRE,1543
TXN001030,ACC0150,553.38,USD,AE,2024-09-26 01:00:00,CASH_WD,698
TXN001031,ACC0016,106.54,USD,KE,2024-12-22 19:00:00,CASH_WD,218
TXN001032,ACC0120,154.52,USD,GB,2024-01-05 02:00:00,TRANSFER,2705
TXN001033,ACC0070,202.87,USD,GB,2024-12-03 11:00:00,WIRE,79
TXN001034,ACC0075,6.94,USD,AE,2024-11-28 12:00:00,CASH_DEP,1560
